Crop Type,Crop Season,Farm Size (acres),Soil Type,Region,Labor Cost Per Day,Labor Availability,Water Availability,Pesticide Type,Fertilizer Type,Fertilizers Used,Land Preparation,Seeds,Fertilizers,Pesticides,Irrigation,Labor,Machinery,Transportation,Miscellaneous,Total Cost
Broccoli,Post-Rabi,2.52,Loam,Tamil Nadu,437,Moderate,Moderate,Organic,Ammonium Sulfate,"Lime, Bone Meal, Green Manure",9075,5892,9067,3024,10070,12114,9697,3624,1295,63858
Pumpkin,Summer,1.62,Peat,Andhra Pradesh,413,Low,High,Chemical,Compost,"Vermicompost, Urea",5006,2692,6428,3240,5280,10036,5824,2414,1098,42018
Okra,Autumn,5.62,Loam,Rajasthan,293,Low,Moderate,Chemical,NPK,"Ammonium Sulphate, Bio-fertilizers, DAP",14247,12375,27892,11240,21845,16467,18743,4951,4693,132453
Onion,Autumn,2.26,Sandy,Chhattisgarh,260,Moderate,High,Chemical,DAP,"Bio-fertilizers, Calcium Nitrate, Vermicompost",7761,4769,8764,4520,7056,6464,7614,2545,1284,50777
Okra,Summer,4.22,Sandy,Uttar Pradesh,581,High,High,Chemical,Vermicompost,"DAP, Gypsum",11516,10027,17918,8440,10723,29422,10179,5254,3465,106944
Cabbage,Pre-Kharif,6.19,Sandy,Kerala,513,High,Low,Chemical,NPK,"Bio-fertilizers, Lime",17326,10535,24240,12380,16614,38106,24345,7830,4649,156025
Zucchini,Autumn,6.19,Peat,Maharashtra,346,High,High,Chemical,DAP,"Zinc Sulphate, Urea",24054,12151,24983,12380,23188,25701,21275,5645,4680,154057
Beetroot,Transitional,1.84,Peat,Kerala,554,High,Low,Chemical,DAP,"DAP, Urea, Gypsum, Vermicompost",7314,3376,6755,3680,5145,10194,5590,2622,1671,46347
Okra,Pre-Kharif,3.29,Silt,Madhya Pradesh,587,High,Moderate,Chemical,DAP,"NPK, Bone Meal, Zinc Sulphate",12640,5856,14627,6580,10051,19312,11183,2635,2958,85842
Garlic,Zaid,8.77,Silt,Gujarat,400,High,Moderate,Organic,Potash,"Urea, Green Manure, Bio-fertilizers",33896,18549,39219,10524,23469,38588,27064,12629,7551,211489
Tomato,Harvest,8.41,Peat,Madhya Pradesh,338,Moderate,Moderate,Chemical,NPK,"Phosphate, Vermicompost, NPK, Compost",29393,18140,36920,16820,24406,42639,22421,6837,7990,205566
Brinjal,Harvest,8.41,Peat,Madhya Pradesh,338,Moderate,Moderate,Chemical,Urea,"Phosphate, Vermicompost, NPK, Compost",29393,18140,36920,16820,24406,42639,22421,6837,7990,205566
Peas,Late Kharif,5.29,Sandy,Bihar,387,High,High,Organic,Compost,"DAP, Green Manure, NPK, Zinc Sulphate",19123,8374,21181,6348,19594,20472,12394,7448,2761,117695
Beetroot,Zaid,8.77,Silt,Gujarat,400,High,Moderate,Organic,DAP,"Urea, Green Manure, Bio-fertilizers",33896,18549,39219,10524,23469,38588,27064,12629,7551,211489
Potato,Dry,3.12,Silt,Chhattisgarh,274,High,High,Chemical,DAP,"Compost, Phosphate",9628,7522,14848,6240,11865,9404,12078,4596,1666,77847
Cabbage,Pre-Kharif,1.48,Silt,West Bengal,412,Moderate,High,Chemical,Potash,"Bone Meal, Vermicompost, DAP, Potash",4174,2609,7373,2960,5454,7927,3820,1339,1449,37105
Beetroot,Harvest,7.95,Peat,Rajasthan,563,High,High,Organic,Vermicompost,"DAP, Urea, Green Manure, Ammonium Sulphate",26044,17856,38279,9540,29431,67138,18253,6710,6662,219913
Ginger,Rabi,7.06,Sandy,Uttar Pradesh,433,Moderate,High,Organic,Urea,"DAP, Vermicompost",26955,14282,30676,8472,26341,33627,14219,8218,5528,168318
Tomato,Transitional,9.16,Loam,Madhya Pradesh,457,Low,High,Chemical,Urea,"Green Manure, Ammonium Sulphate, Urea",25236,21416,39718,18320,36100,54420,23404,9224,5835,233673
Lettuce,Summer,4.44,Clay,West Bengal,548,Moderate,Low,Chemical,NPK,"Phosphate, Bio-fertilizers, Lime, DAP",12587,7708,19567,8880,13831,31631,12752,4262,3437,114655
Cabbage,Spring,3.97,Loam,Gujarat,436,High,Moderate,Organic,Ammonium Sulfate,"Bone Meal, Phosphate",11231,8877,15618,4764,15670,17309,10219,4077,3490,91255
Brinjal,Harvest,1.65,Loam,Chhattisgarh,318,High,High,Chemical,Ammonium Sulfate,"Potash, Zinc Sulphate, Gypsum",6107,2516,7361,3300,4470,6821,6389,1728,997,39689
Tomato,Dry,2.98,Silt,Tamil Nadu,507,Low,Low,Chemical,Urea,"Lime, Compost, Green Manure, Zinc Sulphate",9166,5593,13261,5960,9849,21152,10814,4190,2467,82452
Onion,Rainy,4.14,Loam,Gujarat,366,High,Low,Organic,Urea,"Urea, Bone Meal, DAP, Vermicompost",10934,8052,14656,4968,12677,15152,13422,3929,2770,86560
Chili,Pre-Kharif,8.97,Peat,Andhra Pradesh,518,High,Moderate,Chemical,DAP,Gypsum,30005,19573,41531,17940,23681,65050,27054,9185,6494,240513
Onion,Rainy,4.49,Loam,Karnataka,527,High,Low,Organic,Potash,"Compost, Vermicompost, Calcium Nitrate, NPK",16317,10457,20052,5388,17830,33127,10183,5222,4301,122877
Garlic,Dry,3.48,Loam,Kerala,327,High,Moderate,Chemical,Urea,"Calcium Nitrate, NPK, Gypsum",10750,5805,12779,6960,12382,11380,9532,4374,3222,77184
Radish,Dry,4.5,Clay,Andhra Pradesh,535,High,Moderate,Chemical,DAP,"Ammonium Sulphate, Zinc Sulphate, Calcium Nitrate, Gypsum",15246,9324,19719,9000,16560,24075,10674,5620,2336,112554
Peas,Dry,7.83,Clay,Rajasthan,284,Moderate,High,Organic,Compost,"Ammonium Sulphate, Calcium Nitrate, Urea, Compost",28102,12794,28948,9396,21893,33356,30803,7000,7673,179965
Brinjal,Kharif,4.18,Sandy,Haryana,396,High,Low,Organic,Vermicompost,"Potash, Green Manure, NPK",15570,6667,16043,5016,10500,23174,9514,4594,3586,94664
Cabbage,Harvest,7.95,Peat,Rajasthan,563,High,High,Organic,Ammonium Sulfate,"DAP, Urea, Green Manure, Ammonium Sulphate",26044,17856,38279,9540,29431,67138,18253,6710,6662,219913
Cabbage,Spring,9.05,Peat,Karnataka,496,High,High,Organic,Ammonium Sulfate,"Bone Meal, NPK, Potash, Phosphate",32671,21883,42336,10860,29693,67332,35738,8344,4670,253527
Beetroot,Kharif,8.86,Silt,Kerala,401,Low,Moderate,Chemical,Compost,Vermicompost,26979,22035,36530,17720,24578,42634,31861,9507,8045,219889
Radish,Rainy,8.0,Sandy,Andhra Pradesh,332,Moderate,Moderate,Organic,Urea,"Calcium Nitrate, Bio-fertilizers",31000,18048,29976,9600,20936,29216,29880,7768,6632,183056
Peas,Summer,5.36,Clay,Uttar Pradesh,381,Low,High,Organic,Compost,"Green Manure, Zinc Sulphate, Potash, Compost",19055,11701,26318,6432,18111,20422,13770,6025,3291,125125
Radish,Transitional,1.84,Peat,Kerala,554,High,Low,Chemical,Potash,"DAP, Urea, Gypsum, Vermicompost",7314,3376,6755,3680,5145,10194,5590,2622,1671,46347
Spinach,Pre-Kharif,4.79,Peat,Punjab,318,Moderate,High,Organic,Vermicompost,Potash,13776,10476,21119,5748,17675,15232,14490,4196,3492,106204
Garlic,Late Kharif,2.16,Sandy,Gujarat,464,Moderate,Low,Chemical,NPK,"Bio-fertilizers, Potash, DAP, Ammonium Sulphate",7573,3393,9275,4320,6337,11025,5067,2968,1920,51878
Tomato,Late Kharif,7.67,Loam,Madhya Pradesh,599,Low,Moderate,Chemical,Vermicompost,"Phosphate, Ammonium Sulphate",29852,12180,37744,15340,21622,59726,21169,10378,4119,212130
Ginger,Monsoon,5.31,Peat,West Bengal,454,Low,High,Chemical,Urea,"Phosphate, Compost",15664,8114,21946,10620,20927,26518,19859,7376,3813,134837
Potato,Kharif,2.06,Clay,Punjab,531,High,Moderate,Chemical,DAP,"DAP, Ammonium Sulphate, Urea",7816,4724,9045,4120,5741,13126,5234,2079,1596,53481
Spinach,Autumn,5.2,Sandy,Kerala,430,High,High,Organic,Ammonium Sulfate,"Ammonium Sulphate, NPK, Phosphate, Bio-fertilizers",18985,8570,19578,6240,19339,22360,12381,4560,4082,116095
Carrot,Summer,8.22,Clay,Bihar,562,Low,Low,Chemical,Potash,"Ammonium Sulphate, Compost, Urea",31376,17484,36530,16440,27825,64675,26049,8335,5170,233884
Spinach,Kharif,9.56,Sandy,Kerala,507,Moderate,High,Organic,DAP,"Ammonium Sulphate, Potash",30324,18451,43804,11472,28259,53316,24952,7820,7419,225817
Ginger,Autumn,6.61,Loam,Gujarat,402,Moderate,Low,Chemical,Potash,"Bio-fertilizers, Lime, Compost, Zinc Sulphate",19936,15289,26731,13220,19374,34544,25977,6650,3391,165112
Onion,Pre-Kharif,5.28,Peat,Gujarat,533,Moderate,Moderate,Chemical,Urea,"Vermicompost, Green Manure, Lime",19974,12888,21875,10560,14562,30957,13823,5518,4155,134312
Peas,Dry,5.71,Silt,Karnataka,349,Moderate,High,Chemical,DAP,Ammonium Sulphate,22532,13710,28481,11420,22412,23913,20065,6675,4602,153810
Peas,Winter,1.46,Silt,Punjab,349,High,High,Organic,Urea,"Bone Meal, Potash",5154,2502,5528,1752,4161,6624,4522,1362,1164,32769
Potato,Pre-Kharif,3.66,Loam,Bihar,532,High,Low,Organic,Compost,Green Manure,9812,9084,16920,4392,13959,23365,12744,4008,2935,97219
Okra,Late Kharif,0.68,Sandy,Gujarat,478,High,Moderate,Chemical,Vermicompost,"Bone Meal, Lime, Ammonium Sulphate",1825,1166,2385,1360,2411,4876,2267,919,483,17692
Zucchini,Rabi,5.31,Sandy,Haryana,488,High,High,Organic,Compost,"Zinc Sulphate, Calcium Nitrate, Lime, NPK",20704,11523,25233,6372,18282,31095,10843,4492,3510,132054
Carrot,Autumn,6.61,Loam,Gujarat,402,Moderate,Low,Chemical,Compost,"Bio-fertilizers, Lime, Compost, Zinc Sulphate",19936,15289,26731,13220,19374,34544,25977,6650,3391,165112
Spinach,Rabi,3.1,Clay,Tamil Nadu,276,Moderate,High,Organic,NPK,Urea,11185,5143,14731,3720,8720,12834,6315,3004,1968,67620
Onion,Harvest,5.45,Clay,Haryana,285,Low,Moderate,Chemical,Ammonium Sulfate,Calcium Nitrate,14862,8774,19800,10900,19969,21746,14355,4861,3891,119158
Carrot,Kharif,5.9,Loam,West Bengal,263,High,Low,Chemical,Potash,Vermicompost,18467,13776,28025,11800,18721,18620,17735,7688,5198,140030
Carrot,Transitional,8.72,Loam,Karnataka,487,Low,High,Chemical,Compost,"Bio-fertilizers, Lime, Compost, Bone Meal",29683,17675,39999,17440,23047,59453,32351,9601,7072,236321
Potato,Dry,6.44,Clay,West Bengal,589,High,Low,Chemical,NPK,"Phosphate, NPK, Green Manure, Gypsum",19050,12275,25296,12880,19584,37932,23384,8900,4849,164150
Potato,Transitional,9.98,Loam,Punjab,273,High,Moderate,Chemical,Vermicompost,Potash,31537,21627,43563,19960,29601,40868,23673,12705,8663,232197
Brinjal,Post-Rabi,2.18,Loam,Bihar,580,Low,Moderate,Chemical,Compost,"DAP, Gypsum, Compost",7796,3811,10189,4360,6625,12644,5293,3026,1131,54875
Potato,Monsoon,4.89,Silt,Uttar Pradesh,597,Moderate,Low,Organic,Urea,"Potash, Bone Meal, Urea",18474,10988,21775,5868,17154,37951,16543,6753,4112,139618
Lettuce,Spring,6.01,Clay,Gujarat,290,Low,Low,Organic,Vermicompost,"Calcium Nitrate, Zinc Sulphate, Urea",16876,13138,26552,7212,16816,19172,19809,7290,3432,130297
Peas,Late Kharif,5.13,Loam,Bihar,586,Moderate,Low,Chemical,Compost,DAP,19843,10937,25111,10260,19448,33068,15154,4566,4386,142773
Garlic,Late Kharif,1.0,Sandy,Gujarat,432,Low,Low,Organic,Potash,Urea,2953,1661,4793,1200,3577,5184,3046,912,974,24300
Zucchini,Kharif,0.84,Sandy,West Bengal,432,Low,High,Chemical,Vermicompost,"Bone Meal, Green Manure, Bio-fertilizers",2162,1718,3618,1680,3263,5443,2698,855,454,21891
Okra,Kharif,9.56,Sandy,Kerala,507,Moderate,High,Organic,DAP,"Ammonium Sulphate, Potash",30324,18451,43804,11472,28259,53316,24952,7820,7419,225817
Ginger,Dry,3.12,Silt,Chhattisgarh,274,High,High,Chemical,NPK,"Compost, Phosphate",9628,7522,14848,6240,11865,9404,12078,4596,1666,77847
Brinjal,Monsoon,2.78,Loam,Uttar Pradesh,469,Low,High,Organic,NPK,"Gypsum, DAP, Lime, Ammonium Sulphate",8340,4281,12838,3336,9402,14342,7740,2382,2093,64754
Beetroot,Harvest,0.87,Silt,Kerala,566,Moderate,High,Chemical,DAP,"Compost, Bio-fertilizers, Phosphate",3203,2058,3156,1740,2874,4924,2900,1131,710,22696
Potato,Dry,4.5,Clay,Andhra Pradesh,535,High,Moderate,Chemical,NPK,"Ammonium Sulphate, Zinc Sulphate, Calcium Nitrate, Gypsum",15246,9324,19719,9000,16560,24075,10674,5620,2336,112554
Peas,Rainy,9.08,Silt,Maharashtra,429,Moderate,Moderate,Organic,Ammonium Sulfate,"Zinc Sulphate, NPK",28956,14183,43248,10896,30191,42849,23372,7636,8989,210320
Radish,Pre-Kharif,7.47,Clay,Chhattisgarh,589,Low,Low,Organic,Vermicompost,"Urea, Vermicompost, Gypsum",26265,13005,28894,8964,27803,43998,15201,6925,4071,175126
Cauliflower,Summer,1.69,Peat,Maharashtra,338,Moderate,High,Chemical,Potash,"Phosphate, Bone Meal",6119,3314,8055,3380,5136,8568,5511,2030,908,43021
Cabbage,Post-Rabi,1.33,Silt,West Bengal,295,Moderate,Moderate,Chemical,Compost,"Ammonium Sulphate, Bone Meal, Compost",5123,2951,5015,2660,5301,5493,4644,1725,991,33903
Carrot,Transitional,9.16,Loam,Madhya Pradesh,457,Low,High,Chemical,Ammonium Sulfate,"Green Manure, Ammonium Sulphate, Urea",25236,21416,39718,18320,36100,54420,23404,9224,5835,233673
Garlic,Pre-Kharif,4.13,Clay,Andhra Pradesh,422,Low,Moderate,Organic,Urea,"Zinc Sulphate, Phosphate, Bio-fertilizers",14381,9032,17978,4956,14360,22657,14133,6026,2333,105856
Radish,Autumn,6.19,Peat,Maharashtra,346,High,High,Chemical,Potash,"Zinc Sulphate, Urea",24054,12151,24983,12380,23188,25701,21275,5645,4680,154057
Radish,Transitional,7.85,Clay,Rajasthan,281,Low,High,Organic,Compost,"DAP, Bone Meal, Phosphate, Zinc Sulphate",24013,17584,33355,9420,25795,22058,26737,9710,4333,173005
Spinach,Monsoon,3.39,Clay,Kerala,466,High,Low,Chemical,Urea,Compost,9489,6190,13329,6780,12811,17377,9573,4312,2183,82044
Tomato,Kharif,2.06,Clay,Punjab,531,High,Moderate,Chemical,Urea,"DAP, Ammonium Sulphate, Urea",7816,4724,9045,4120,5741,13126,5234,2079,1596,53481
Cabbage,Dry,5.71,Silt,Karnataka,349,Moderate,High,Chemical,Compost,Ammonium Sulphate,22532,13710,28481,11420,22412,23913,20065,6675,4602,153810
Pumpkin,Late Kharif,1.06,Loam,Tamil Nadu,272,Moderate,Low,Chemical,NPK,"Bone Meal, Bio-fertilizers, Zinc Sulphate",3468,2462,4486,2120,3090,2883,2682,1317,644,23152
Carrot,Autumn,6.19,Peat,Maharashtra,346,High,High,Chemical,Urea,"Zinc Sulphate, Urea",24054,12151,24983,12380,23188,25701,21275,5645,4680,154057
Radish,Monsoon,5.73,Loam,Odisha,597,Moderate,Moderate,Organic,NPK,Vermicompost,19224,10612,28134,6876,22072,51312,18898,7438,5707,170273
Garlic,Late Kharif,1.06,Loam,Tamil Nadu,272,Moderate,Low,Chemical,Urea,"Bone Meal, Bio-fertilizers, Zinc Sulphate",3468,2462,4486,2120,3090,2883,2682,1317,644,23152
Cabbage,Autumn,6.19,Peat,Maharashtra,346,High,High,Chemical,Potash,"Zinc Sulphate, Urea",24054,12151,24983,12380,23188,25701,21275,5645,4680,154057
Zucchini,Dry,3.23,Silt,Andhra Pradesh,303,Low,Moderate,Organic,DAP,Ammonium Sulphate,9690,6192,14622,3876,12833,11744,9742,3756,2061,74516
Cauliflower,Transitional,9.98,Loam,Punjab,273,High,Moderate,Chemical,Ammonium Sulfate,Potash,31537,21627,43563,19960,29601,40868,23673,12705,8663,232197
Potato,Post-Rabi,4.39,Clay,Kerala,268,Low,Low,Chemical,Compost,"NPK, Vermicompost, Lime",14052,7608,18056,8780,11625,17648,13394,4943,2511,98617
Cauliflower,Monsoon,5.83,Loam,Odisha,354,High,High,Organic,Compost,"Bio-fertilizers, Ammonium Sulphate",15589,12027,27360,6996,14756,20638,21256,7078,5189,130889
Lettuce,Post-Rabi,1.57,Clay,Madhya Pradesh,361,Low,Moderate,Organic,NPK,"Gypsum, Urea",5484,3372,5812,1884,4719,7368,6035,1948,1291,37913
Capsicum,Transitional,9.16,Loam,Madhya Pradesh,457,Low,High,Chemical,Vermicompost,"Green Manure, Ammonium Sulphate, Urea",25236,21416,39718,18320,36100,54420,23404,9224,5835,233673
Ginger,Zaid,8.05,Clay,Karnataka,505,High,Moderate,Chemical,Urea,"Compost, Bone Meal",21300,15714,31894,16100,25140,52848,26396,7132,7615,204139
Carrot,Rainy,1.1,Clay,Karnataka,583,Low,High,Organic,NPK,"NPK, Bio-fertilizers, Bone Meal, Vermicompost",3212,1997,5117,1320,2809,9620,4301,1382,924,30682
Garlic,Zaid,8.65,Clay,Madhya Pradesh,460,Low,High,Chemical,Potash,"Calcium Nitrate, Vermicompost, Zinc Sulphate, Compost",29695,18987,32982,17300,22862,51727,23917,7837,6704,212011
Potato,Harvest,1.82,Peat,Maharashtra,345,Low,High,Chemical,Urea,"Ammonium Sulphate, Compost, Zinc Sulphate",6095,3689,8343,3640,4583,9418,6918,2277,1551,46514
Tomato,Summer,8.58,Loam,Bihar,569,High,High,Chemical,Urea,"Potash, Vermicompost, Lime, Ammonium Sulphate",25002,15058,42351,17160,30819,63466,23003,8906,7825,233590
Chili,Pre-Kharif,0.68,Silt,West Bengal,440,High,High,Chemical,NPK,"Green Manure, Urea, Phosphate, NPK",2128,1158,2929,1360,2494,3590,2355,987,467,17468
Spinach,Kharif,8.78,Peat,Maharashtra,314,Moderate,High,Organic,Urea,Bone Meal,22582,17657,37438,10536,30352,30326,18938,11713,7524,187066
Ginger,Post-Rabi,1.57,Clay,Madhya Pradesh,361,Low,Moderate,Organic,Compost,"Gypsum, Urea",5484,3372,5812,1884,4719,7368,6035,1948,1291,37913
Pumpkin,Zaid,9.31,Silt,Andhra Pradesh,415,Moderate,Low,Organic,Compost,"NPK, Potash",24690,20408,41616,11172,28060,57955,27828,13714,6182,231625
Cauliflower,Autumn,3.26,Loam,Odisha,512,Low,High,Organic,Potash,Potash,11084,7133,12082,3912,9979,16691,10031,4567,1842,77321
Tomato,Autumn,4.55,Clay,Haryana,486,High,High,Chemical,NPK,"Phosphate, DAP, Compost, Bio-fertilizers",17531,8317,19752,9100,14255,24324,12358,6165,3308,115110
Beetroot,Post-Rabi,2.18,Loam,Bihar,580,Low,Moderate,Chemical,Vermicompost,"DAP, Gypsum, Compost",7796,3811,10189,4360,6625,12644,5293,3026,1131,54875
Cauliflower,Autumn,8.95,Clay,Kerala,258,Low,Moderate,Organic,Vermicompost,"Urea, Bone Meal, DAP, Phosphate",32605,20800,33894,10740,30636,32327,20997,8359,8825,199183
Ginger,Autumn,4.55,Clay,Haryana,486,High,High,Chemical,Vermicompost,"Phosphate, DAP, Compost, Bio-fertilizers",17531,8317,19752,9100,14255,24324,12358,6165,3308,115110
Tomato,Rainy,7.47,Loam,Rajasthan,408,Low,Moderate,Chemical,Vermicompost,"Calcium Nitrate, Bio-fertilizers",26138,17540,27221,14940,22582,36573,27646,11003,4968,188611
Zucchini,Rainy,1.45,Silt,Madhya Pradesh,391,High,Moderate,Chemical,Vermicompost,Green Manure,3988,3112,5513,2900,4894,8504,3726,1886,918,35441
Pumpkin,Post-Rabi,1.57,Clay,Madhya Pradesh,361,Low,Moderate,Organic,Urea,"Gypsum, Urea",5484,3372,5812,1884,4719,7368,6035,1948,1291,37913
Onion,Rabi,3.16,Clay,Punjab,433,Low,Low,Organic,Ammonium Sulfate,"NPK, Phosphate",9079,5650,13193,3792,9401,17788,10254,3536,3049,75742
Okra,Rainy,1.1,Clay,Karnataka,583,Low,High,Organic,Ammonium Sulfate,"NPK, Bio-fertilizers, Bone Meal, Vermicompost",3212,1997,5117,1320,2809,9620,4301,1382,924,30682
Zucchini,Pre-Kharif,1.56,Loam,Chhattisgarh,250,Moderate,Moderate,Organic,Vermicompost,Compost,4795,3245,6510,1872,4473,5460,6159,2014,1324,35852
Lettuce,Transitional,7.64,Sandy,West Bengal,489,Moderate,Low,Organic,Compost,"Compost, DAP",28108,11567,34984,9168,26518,44832,15387,8450,5455,184469
Tomato,Winter,5.06,Clay,Maharashtra,319,Low,Moderate,Organic,Vermicompost,Lime,14659,11319,23418,6072,14492,16141,17062,4680,5035,112878
Ginger,Autumn,4.76,Sandy,Kerala,281,High,High,Organic,DAP,Urea,14399,7516,18478,5712,12619,13376,11462,4555,3108,91225
Tomato,Summer,8.58,Loam,Bihar,569,High,High,Chemical,Potash,"Potash, Vermicompost, Lime, Ammonium Sulphate",25002,15058,42351,17160,30819,63466,23003,8906,7825,233590
Chili,Spring,2.24,Peat,Andhra Pradesh,262,Moderate,Moderate,Chemical,Ammonium Sulfate,Bone Meal,5786,4948,11066,4480,6406,7043,6646,3062,1723,51160
Peas,Rainy,2.87,Clay,Gujarat,350,High,Moderate,Chemical,DAP,"Gypsum, Bio-fertilizers, DAP",8398,6331,13747,5740,9939,13058,10315,3266,1937,72731
Lettuce,Spring,2.32,Loam,Maharashtra,358,Low,High,Chemical,NPK,"Potash, Bio-fertilizers, Calcium Nitrate, Phosphate",7781,4675,9772,4640,6566,11628,4914,3241,1714,54931
Pumpkin,Transitional,6.07,Loam,Punjab,510,Low,High,Chemical,Ammonium Sulfate,"Gypsum, Compost, Vermicompost, DAP",16765,14313,23849,12140,23430,30957,17105,8893,4941,152393
Carrot,Winter,5.79,Silt,Chhattisgarh,278,Moderate,Low,Chemical,DAP,"Vermicompost, Potash, DAP",15523,13989,28400,11580,18053,20925,14353,5228,4059,132110
Cauliflower,Kharif,0.55,Clay,Haryana,365,Low,Low,Organic,Vermicompost,"Potash, NPK",2142,876,2329,660,1804,2610,1955,609,548,13533
Beetroot,Spring,1.0,Silt,Karnataka,468,Low,Moderate,Chemical,Urea,"DAP, Vermicompost, Gypsum",3482,2063,4580,2000,3156,5148,3332,1473,802,26036
Tomato,Rabi,5.31,Sandy,Haryana,488,High,High,Organic,Urea,"Zinc Sulphate, Calcium Nitrate, Lime, NPK",20704,11523,25233,6372,18282,31095,10843,4492,3510,132054
Radish,Rabi,7.01,Peat,Kerala,590,High,Low,Organic,DAP,"Vermicompost, Urea",22053,10774,29056,8412,21065,49631,21801,8342,4732,175866
Potato,Post-Rabi,7.63,Sandy,Chhattisgarh,539,High,High,Organic,Urea,"Compost, DAP, Calcium Nitrate, Vermicompost",28612,13978,27033,9156,20364,57576,15321,11071,4090,187201
Onion,Kharif,0.55,Clay,Haryana,365,Low,Low,Organic,Ammonium Sulfate,"Potash, NPK",2142,876,2329,660,1804,2610,1955,609,548,13533
Tomato,Rabi,7.01,Peat,Kerala,590,High,Low,Organic,Ammonium Sulfate,"Vermicompost, Urea",22053,10774,29056,8412,21065,49631,21801,8342,4732,175866
Zucchini,Late Kharif,3.92,Peat,West Bengal,499,High,Moderate,Chemical,Vermicompost,Zinc Sulphate,12995,8789,16852,7840,15002,27385,15108,3469,3242,110682
Capsicum,Summer,2.72,Clay,Uttar Pradesh,425,Low,High,Organic,NPK,Zinc Sulphate,10244,5535,13051,3264,9041,11560,5690,2576,2320,63281
Beetroot,Monsoon,3.39,Clay,Kerala,466,High,Low,Chemical,Vermicompost,Compost,9489,6190,13329,6780,12811,17377,9573,4312,2183,82044
Cauliflower,Winter,1.91,Loam,Gujarat,261,Low,High,Organic,Urea,"Vermicompost, Urea, Bio-fertilizers",5295,4112,9006,2292,6425,7478,3948,1748,1389,41693
Broccoli,Spring,2.84,Clay,Tamil Nadu,514,Low,Low,Organic,DAP,"Green Manure, Calcium Nitrate, Potash",9613,5353,12340,3408,10110,18977,8821,3042,2542,74206
Carrot,Pre-Kharif,3.29,Silt,Madhya Pradesh,587,High,Moderate,Chemical,Compost,"NPK, Bone Meal, Zinc Sulphate",12640,5856,14627,6580,10051,19312,11183,2635,2958,85842
Cabbage,Late Kharif,3.8,Loam,Karnataka,386,Low,Low,Organic,Urea,"Gypsum, Ammonium Sulphate, Green Manure",14626,9257,17305,4560,11541,22002,12012,4408,3690,99401
Radish,Monsoon,5.22,Silt,Chhattisgarh,386,Moderate,Low,Chemical,DAP,Lime,14209,8054,22289,10440,15415,26194,19512,4928,4087,125128
Okra,Transitional,7.49,Silt,Odisha,350,High,Low,Organic,Potash,"Compost, Ammonium Sulphate, Calcium Nitrate",26275,15909,32978,8988,22770,28836,27646,6689,7385,177476
Broccoli,Monsoon,8.6,Silt,Uttar Pradesh,250,Low,High,Organic,Urea,"Vermicompost, NPK, Bone Meal",32216,14482,39887,10320,23702,25800,25576,9434,8247,189664
Radish,Zaid,8.65,Clay,Madhya Pradesh,460,Low,High,Chemical,Ammonium Sulfate,"Calcium Nitrate, Vermicompost, Zinc Sulphate, Compost",29695,18987,32982,17300,22862,51727,23917,7837,6704,212011
Chili,Autumn,3.26,Loam,Odisha,512,Low,High,Organic,Urea,Potash,11084,7133,12082,3912,9979,16691,10031,4567,1842,77321
Garlic,Post-Rabi,6.28,Loam,Tamil Nadu,491,Moderate,Moderate,Chemical,Urea,Bone Meal,24762,9646,22482,12560,18024,43169,19418,5250,5300,160611
Capsicum,Rabi,5.9,Loam,Chhattisgarh,543,High,High,Chemical,DAP,"Zinc Sulphate, Bio-fertilizers, Ammonium Sulphate",20910,10236,23995,11800,19051,32037,16550,5157,5452,145188
Beetroot,Kharif,2.15,Silt,Tamil Nadu,553,Low,High,Chemical,Urea,"Potash, Gypsum, Calcium Nitrate",6284,3649,9419,4300,6590,13078,4848,2438,1967,52573
Chili,Rabi,6.5,Clay,Kerala,579,Moderate,High,Chemical,Ammonium Sulfate,"Compost, Gypsum, NPK, Potash",22724,15886,22796,13000,18044,56452,19832,6591,4706,180031
Cabbage,Spring,5.43,Sandy,Madhya Pradesh,439,Moderate,Low,Chemical,NPK,"Phosphate, Bone Meal",13651,12999,20335,10860,21427,30989,18940,5631,5425,140257
