N,P,K,temperature,humidity,ph,rainfall,label,state,district,season,irrigation,water_availability,soil_type
33,78,24,38.72,42.59,5.73,187.29,sugarcane,Tamil Nadu,Coimbatore,monsoon,sprinkler,high,red
78,25,17,29.58,42.16,8.55,265.87,brinjal,Punjab,Ludhiana,summer,well,medium,saline
4,59,141,20.92,51.1,9.48,108.08,onion,Bihar,Gaya,monsoon,sprinkler,low,saline
127,99,57,31.67,98.82,8.15,256.69,tomato,Maharashtra,Nashik,winter,well,low,peaty
39,137,50,26.83,86.64,6.48,153.79,onion,Karnataka,Hubli,monsoon,groundwater,low,laterite
27,141,127,36.31,69.57,7.72,274.82,onion,Bihar,Gaya,monsoon,sprinkler,low,desert
74,37,113,34.71,63.49,5.03,295.71,chilli,Gujarat,Rajkot,summer,river,high,laterite
107,120,47,30.31,51.34,5.93,232.31,tomato,Gujarat,Ahmedabad,summer,groundwater,low,mountain
75,96,130,23.34,30.32,5.33,152.01,sugarcane,Gujarat,Ahmedabad,winter,river,low,alluvial
74,143,174,21.21,84.13,5.25,112.43,cotton,Rajasthan,Jaipur,winter,drip,medium,red
115,25,40,29.61,69.38,7.49,118.22,sunflower,Gujarat,Ahmedabad,winter,canal,medium,desert
21,9,91,17.76,75.84,5.04,112.31,maize,Maharashtra,Nashik,monsoon,well,low,desert
73,106,95,27.44,68.81,4.56,52.21,cotton,Uttar Pradesh,Kanpur,monsoon,drip,low,peaty
49,98,72,17.25,49.27,6.75,79.48,onion,Uttar Pradesh,Varanasi,monsoon,sprinkler,medium,peaty
62,19,158,18.72,91.22,4.54,269.3,potato,Uttar Pradesh,Kanpur,monsoon,rainfed,low,mountain
31,39,153,24.47,47.61,8.77,101.19,sunflower,Uttar Pradesh,Varanasi,summer,well,low,peaty
128,41,67,35.97,72.85,6.94,123.71,wheat,Rajasthan,Jodhpur,monsoon,river,high,desert
85,90,116,32.52,32.87,9.44,174.05,brinjal,Rajasthan,Jaipur,winter,canal,high,mountain
17,101,9,37.16,98.37,7.32,82.27,chilli,Uttar Pradesh,Lucknow,summer,well,medium,mountain
117,7,191,18.95,53.4,4.8,94.37,brinjal,Tamil Nadu,Madurai,summer,groundwater,low,saline
84,101,183,35.43,92.0,7.27,92.22,barley,Gujarat,Rajkot,monsoon,drip,high,saline
63,127,64,23.3,66.03,7.54,84.35,sunflower,Bihar,Patna,winter,rainfed,medium,peaty
86,49,182,15.66,53.87,5.55,63.79,groundnut,Maharashtra,Nashik,monsoon,well,low,laterite
139,34,170,28.96,63.37,5.39,288.37,cotton,West Bengal,Darjeeling,monsoon,drip,medium,mountain
56,116,135,26.49,54.27,9.19,258.73,cotton,Punjab,Jalandhar,winter,river,low,saline
96,15,163,39.94,50.09,5.52,172.56,potato,Bihar,Bhagalpur,monsoon,river,medium,alluvial
126,76,103,27.14,43.05,8.59,225.96,sugarcane,Rajasthan,Jodhpur,summer,groundwater,high,red
72,36,146,23.03,36.74,4.85,175.26,groundnut,Tamil Nadu,Chennai,winter,canal,low,alluvial
9,106,55,24.23,45.95,5.18,171.16,sugarcane,Andhra Pradesh,Visakhapatnam,monsoon,well,low,laterite
71,100,187,39.64,60.28,9.46,291.09,sunflower,Punjab,Jalandhar,monsoon,groundwater,high,laterite
70,108,160,23.42,62.15,7.52,226.28,mustard,Karnataka,Mysuru,summer,well,low,mountain
122,57,192,34.54,50.92,7.32,211.8,tomato,Bihar,Patna,summer,rainfed,high,laterite
101,26,107,36.96,50.89,7.12,240.26,cotton,West Bengal,Howrah,summer,drip,low,peaty
138,96,82,29.49,32.79,9.13,167.89,maize,Maharashtra,Nagpur,monsoon,drip,high,peaty
119,86,174,39.28,66.45,8.42,108.46,sunflower,Andhra Pradesh,Vijayawada,monsoon,groundwater,high,red
60,56,204,22.21,69.77,7.3,183.84,maize,Maharashtra,Nagpur,monsoon,canal,high,alluvial
137,105,54,21.27,64.91,8.5,235.22,wheat,Tamil Nadu,Chennai,winter,canal,medium,mountain
134,12,42,39.57,38.98,7.94,79.67,soybean,Tamil Nadu,Madurai,monsoon,well,medium,laterite
134,104,35,25.96,30.2,7.48,185.27,brinjal,Gujarat,Surat,winter,well,high,laterite
6,65,41,18.33,76.04,6.24,199.74,groundnut,Rajasthan,Udaipur,winter,groundwater,medium,laterite
15,90,139,31.0,38.55,7.17,65.03,wheat,Uttar Pradesh,Varanasi,summer,river,low,red
33,98,139,37.23,84.47,7.22,291.88,brinjal,Gujarat,Surat,monsoon,drip,low,laterite
109,102,107,22.61,76.15,7.93,146.19,tomato,Tamil Nadu,Coimbatore,winter,well,high,laterite
26,125,38,23.62,46.28,7.28,230.45,cotton,Gujarat,Ahmedabad,monsoon,groundwater,low,black
133,25,106,33.8,53.33,5.98,167.69,wheat,Andhra Pradesh,Guntur,summer,well,low,alluvial
97,142,94,16.33,46.08,9.04,237.37,soybean,Karnataka,Hubli,summer,canal,medium,black
133,143,11,26.51,59.3,6.88,111.93,tomato,Gujarat,Surat,winter,rainfed,low,red
91,94,140,23.81,79.36,6.33,291.6,wheat,Maharashtra,Nagpur,monsoon,drip,high,peaty
126,35,182,18.39,78.09,7.52,89.0,tomato,Uttar Pradesh,Varanasi,summer,well,medium,saline
7,96,68,20.59,58.93,8.31,163.86,brinjal,Karnataka,Hubli,monsoon,canal,low,black
7,80,83,34.34,73.95,5.41,253.48,rice,Rajasthan,Jodhpur,winter,rainfed,high,saline
75,94,155,26.7,82.96,9.05,74.56,mustard,Karnataka,Hubli,monsoon,well,medium,saline
58,86,24,35.1,37.58,6.75,223.44,potato,West Bengal,Darjeeling,monsoon,well,medium,desert
112,111,199,34.65,50.22,7.97,67.59,rice,Punjab,Amritsar,summer,river,high,desert
68,39,26,38.4,90.32,4.62,300.0,chilli,Gujarat,Ahmedabad,winter,groundwater,medium,peaty
9,129,168,25.42,45.64,6.59,203.05,sugarcane,Karnataka,Mysuru,monsoon,groundwater,medium,black
90,112,153,21.09,53.44,5.21,189.01,onion,Andhra Pradesh,Guntur,monsoon,river,high,black
0,8,205,17.16,51.69,5.74,119.25,brinjal,West Bengal,Howrah,summer,groundwater,low,alluvial
12,100,167,17.94,31.45,6.91,255.68,sunflower,Rajasthan,Udaipur,monsoon,drip,medium,mountain
55,20,44,20.96,73.22,7.54,103.74,cotton,Bihar,Bhagalpur,summer,well,low,red
11,37,80,39.98,66.04,5.12,237.73,potato,West Bengal,Kolkata,monsoon,sprinkler,low,mountain
10,33,100,16.95,59.68,8.88,85.37,onion,West Bengal,Howrah,summer,drip,medium,alluvial
88,15,150,18.08,33.9,5.28,114.11,potato,Bihar,Bhagalpur,winter,canal,medium,red
13,72,192,20.04,52.44,9.39,154.84,tomato,Maharashtra,Nashik,summer,drip,high,red
114,73,55,39.82,33.99,4.59,217.72,soybean,Punjab,Ludhiana,summer,river,low,black
130,37,198,22.33,70.96,6.55,53.76,potato,Karnataka,Bengaluru,winter,sprinkler,high,mountain
19,132,155,16.4,53.52,6.37,71.08,onion,Bihar,Gaya,monsoon,river,low,desert
46,100,39,23.28,88.52,7.68,157.76,wheat,Karnataka,Mysuru,winter,sprinkler,low,red
96,49,13,16.65,68.84,6.52,232.75,maize,Andhra Pradesh,Guntur,summer,drip,low,alluvial
92,125,25,16.15,31.86,8.95,240.25,rice,Maharashtra,Nashik,winter,rainfed,low,alluvial
132,60,140,33.04,91.22,6.49,292.06,sugarcane,Maharashtra,Pune,summer,well,high,mountain
127,72,121,27.63,98.54,4.99,175.52,maize,West Bengal,Howrah,summer,groundwater,low,peaty
46,94,173,37.11,31.63,7.36,275.9,rice,West Bengal,Kolkata,summer,well,high,black
24,81,172,29.44,44.4,8.12,120.68,onion,Rajasthan,Jodhpur,monsoon,river,high,black
131,141,158,22.62,33.09,8.1,139.17,rice,Maharashtra,Nagpur,summer,river,high,desert
87,42,173,22.1,40.35,7.3,180.43,millet,Andhra Pradesh,Visakhapatnam,summer,groundwater,low,saline
117,112,75,15.0,61.77,5.38,234.33,sunflower,Karnataka,Bengaluru,winter,rainfed,low,red
81,120,49,26.04,88.89,6.4,221.1,sunflower,Bihar,Bhagalpur,winter,sprinkler,low,peaty
5,137,120,20.61,96.16,8.01,85.8,groundnut,Punjab,Ludhiana,monsoon,sprinkler,low,black
56,133,27,34.47,58.37,6.7,87.19,wheat,West Bengal,Kolkata,winter,river,high,laterite
111,98,182,23.92,70.32,8.74,136.32,cotton,Punjab,Jalandhar,monsoon,canal,high,mountain
69,67,7,23.54,76.14,7.4,107.43,barley,Bihar,Patna,winter,well,high,black
41,92,34,28.12,53.36,5.4,171.59,potato,Uttar Pradesh,Varanasi,monsoon,groundwater,low,saline
133,123,63,21.81,34.92,5.07,289.06,mustard,Rajasthan,Udaipur,monsoon,river,low,mountain
41,73,139,26.49,69.98,6.5,266.76,rice,Tamil Nadu,Madurai,summer,drip,high,black
16,123,25,30.43,59.46,8.82,156.06,groundnut,West Bengal,Kolkata,summer,river,high,laterite
43,131,147,32.73,41.76,7.65,161.27,brinjal,Andhra Pradesh,Vijayawada,monsoon,rainfed,high,mountain
115,112,145,27.69,41.02,8.52,277.11,onion,Maharashtra,Nagpur,summer,groundwater,medium,peaty
8,105,103,21.44,91.12,6.11,222.86,chilli,Tamil Nadu,Madurai,monsoon,river,low,black
5,16,25,22.77,89.79,6.28,55.04,soybean,Maharashtra,Nagpur,monsoon,drip,low,desert
89,26,77,31.76,46.91,8.46,250.91,soybean,Bihar,Bhagalpur,summer,sprinkler,low,peaty
74,105,193,31.02,54.22,6.74,54.37,potato,West Bengal,Howrah,winter,canal,high,saline
126,30,112,29.22,82.0,6.12,57.03,mustard,Andhra Pradesh,Guntur,monsoon,rainfed,high,alluvial
128,70,38,20.7,51.36,7.82,259.79,sunflower,Punjab,Ludhiana,winter,groundwater,low,desert
87,96,190,29.0,60.09,5.36,276.11,soybean,Uttar Pradesh,Varanasi,summer,sprinkler,low,red
130,82,46,39.15,58.23,7.71,143.44,rice,West Bengal,Darjeeling,monsoon,canal,low,mountain
59,134,113,35.36,88.22,7.37,130.27,cotton,Rajasthan,Jodhpur,monsoon,canal,low,desert
55,38,90,23.5,35.24,9.34,53.77,mustard,Tamil Nadu,Coimbatore,monsoon,sprinkler,medium,saline
63,37,17,33.73,62.2,6.26,244.32,groundnut,Bihar,Gaya,summer,sprinkler,medium,black
11,130,20,31.49,69.18,8.47,232.68,cotton,Uttar Pradesh,Lucknow,summer,well,medium,mountain
30,32,58,34.0,30.06,9.03,210.19,onion,Bihar,Patna,monsoon,canal,low,mountain
20,42,134,16.19,37.82,7.8,143.93,mustard,Maharashtra,Nagpur,monsoon,sprinkler,medium,saline
65,60,97,16.28,46.86,7.81,144.19,groundnut,Maharashtra,Pune,monsoon,sprinkler,medium,red
65,115,50,19.29,82.27,4.86,95.87,sugarcane,Maharashtra,Nagpur,summer,rainfed,medium,peaty
49,17,72,17.71,76.81,5.23,53.51,mustard,Uttar Pradesh,Kanpur,summer,groundwater,medium,desert
110,105,56,34.09,98.56,9.1,212.96,chilli,Rajasthan,Udaipur,winter,drip,high,desert
42,66,65,26.53,81.03,5.27,239.64,millet,Tamil Nadu,Madurai,summer,sprinkler,high,desert
114,85,198,31.67,58.89,7.49,248.73,cotton,Gujarat,Rajkot,winter,canal,low,desert
37,59,26,15.19,87.51,6.83,200.1,wheat,Rajasthan,Jodhpur,winter,canal,high,peaty
34,139,201,39.45,80.36,8.6,59.32,barley,West Bengal,Kolkata,monsoon,drip,high,saline
7,120,9,20.81,58.11,9.18,113.33,rice,Rajasthan,Udaipur,winter,drip,high,red
108,25,123,23.32,77.02,8.55,191.81,rice,Tamil Nadu,Chennai,monsoon,canal,high,mountain
132,80,43,27.84,69.32,6.75,287.99,millet,Andhra Pradesh,Visakhapatnam,summer,drip,medium,peaty
60,144,112,39.48,34.03,5.57,197.46,cotton,Bihar,Gaya,monsoon,drip,low,peaty
114,140,41,32.6,41.79,5.75,240.28,millet,Punjab,Jalandhar,monsoon,well,medium,alluvial
104,28,12,25.1,34.54,4.65,68.48,maize,Rajasthan,Jaipur,summer,river,low,red
125,115,103,34.74,95.69,6.92,139.77,barley,Rajasthan,Jaipur,summer,drip,medium,mountain
111,47,198,30.63,88.6,5.32,103.59,chilli,Maharashtra,Pune,summer,sprinkler,high,alluvial
95,106,189,20.99,77.25,9.11,103.2,maize,Bihar,Gaya,monsoon,river,medium,laterite
30,24,99,25.81,96.6,7.93,82.38,sugarcane,Tamil Nadu,Madurai,winter,drip,high,black
119,10,13,35.23,99.8,8.04,296.47,tomato,Gujarat,Rajkot,monsoon,river,medium,peaty
14,52,74,20.52,93.9,6.53,177.78,sugarcane,Punjab,Amritsar,monsoon,river,high,mountain
40,44,49,23.73,34.43,7.12,288.24,mustard,Tamil Nadu,Chennai,winter,river,high,black
135,79,143,29.01,72.83,5.64,109.83,tomato,Tamil Nadu,Chennai,monsoon,groundwater,low,saline
9,57,116,36.99,72.03,9.43,126.2,rice,Andhra Pradesh,Guntur,monsoon,sprinkler,high,desert
83,122,147,19.91,51.28,8.68,63.73,millet,Bihar,Bhagalpur,monsoon,canal,high,mountain
54,72,95,21.0,33.66,8.06,271.89,sunflower,Gujarat,Surat,summer,rainfed,low,desert
89,67,14,24.05,97.16,9.47,191.21,potato,Punjab,Ludhiana,summer,well,high,red
91,5,111,33.7,59.64,6.96,167.92,sugarcane,Maharashtra,Pune,monsoon,sprinkler,low,alluvial
3,80,90,20.89,78.06,5.4,245.86,groundnut,Andhra Pradesh,Vijayawada,winter,river,low,black
132,90,177,33.17,86.31,8.49,155.98,sunflower,Tamil Nadu,Chennai,winter,sprinkler,low,black
35,34,102,30.48,91.11,4.56,232.7,groundnut,Andhra Pradesh,Guntur,summer,sprinkler,medium,red
26,30,130,17.99,50.6,6.89,146.37,wheat,West Bengal,Darjeeling,monsoon,well,high,saline
90,58,17,27.08,81.96,4.81,127.15,barley,Uttar Pradesh,Kanpur,monsoon,groundwater,low,red
140,80,35,19.33,40.33,9.32,263.35,sunflower,Uttar Pradesh,Lucknow,summer,river,low,laterite
40,44,71,18.27,73.84,8.6,266.85,soybean,Tamil Nadu,Madurai,monsoon,sprinkler,medium,mountain
28,129,66,31.83,99.05,9.39,132.55,barley,Punjab,Jalandhar,summer,groundwater,low,saline
73,115,157,23.58,74.71,5.26,258.28,tomato,Bihar,Bhagalpur,monsoon,drip,medium,laterite
21,90,97,26.19,60.49,7.53,135.79,maize,Bihar,Bhagalpur,winter,groundwater,medium,peaty
66,8,12,31.26,68.12,6.25,67.93,onion,Bihar,Gaya,monsoon,sprinkler,low,laterite
26,42,31,25.83,41.83,7.15,167.94,groundnut,Karnataka,Mysuru,monsoon,river,medium,red
125,78,142,15.81,64.06,4.61,286.09,rice,Gujarat,Ahmedabad,summer,well,high,alluvial
97,18,36,21.54,85.2,8.5,296.36,soybean,Punjab,Ludhiana,winter,rainfed,high,black
128,113,126,19.9,58.07,6.56,219.88,soybean,Punjab,Jalandhar,summer,drip,medium,peaty
10,118,62,25.84,68.23,5.11,210.64,brinjal,Karnataka,Bengaluru,summer,well,medium,alluvial
51,82,115,35.36,79.31,6.35,133.92,barley,Karnataka,Hubli,winter,sprinkler,low,red
137,8,66,35.47,92.63,7.49,188.75,barley,Andhra Pradesh,Visakhapatnam,winter,canal,medium,peaty
64,83,172,25.15,52.0,9.18,189.0,tomato,Gujarat,Ahmedabad,monsoon,canal,medium,mountain
80,116,59,36.41,31.53,5.2,115.52,potato,Andhra Pradesh,Vijayawada,winter,drip,medium,mountain
46,74,87,25.47,85.53,9.34,119.73,mustard,Rajasthan,Jaipur,monsoon,drip,low,alluvial
50,16,38,34.94,34.78,5.93,229.4,potato,Gujarat,Rajkot,winter,canal,medium,peaty
103,57,184,20.51,59.36,8.71,175.51,soybean,Gujarat,Rajkot,summer,rainfed,medium,alluvial
94,117,142,34.98,52.85,4.97,263.1,groundnut,West Bengal,Kolkata,winter,rainfed,low,peaty
81,9,28,26.79,73.46,5.27,155.84,rice,Maharashtra,Nashik,winter,groundwater,low,laterite
125,136,123,39.53,36.6,5.92,268.61,onion,Tamil Nadu,Madurai,summer,drip,high,mountain
42,69,26,15.33,43.53,6.38,208.91,millet,Maharashtra,Pune,summer,groundwater,medium,black
112,47,199,19.81,38.99,6.91,127.56,soybean,Karnataka,Mysuru,monsoon,canal,high,desert
120,134,46,18.46,80.85,7.68,188.07,potato,Maharashtra,Nashik,summer,sprinkler,low,alluvial
4,134,142,19.09,58.94,9.19,130.6,onion,Punjab,Jalandhar,winter,sprinkler,low,laterite
100,16,121,26.79,86.61,6.75,233.62,wheat,West Bengal,Darjeeling,summer,rainfed,low,mountain
138,108,72,19.94,80.79,7.61,153.55,sugarcane,Andhra Pradesh,Guntur,winter,sprinkler,low,mountain
74,140,126,21.97,67.78,8.58,270.18,millet,Karnataka,Bengaluru,monsoon,drip,high,red
31,65,25,16.25,42.74,6.82,161.48,soybean,Maharashtra,Nagpur,summer,well,medium,peaty
4,90,90,24.28,68.57,5.12,295.19,wheat,Andhra Pradesh,Visakhapatnam,winter,sprinkler,low,desert
23,129,197,31.35,95.83,6.74,166.48,wheat,Gujarat,Rajkot,monsoon,well,low,saline
77,121,190,38.92,60.7,4.51,134.77,wheat,Andhra Pradesh,Visakhapatnam,monsoon,canal,low,black
79,70,39,37.91,58.42,8.18,186.7,mustard,Gujarat,Rajkot,monsoon,well,low,alluvial
12,120,200,36.75,79.38,6.92,295.81,sunflower,Andhra Pradesh,Visakhapatnam,winter,drip,low,peaty
107,141,30,15.07,83.92,6.75,194.73,millet,Maharashtra,Nashik,monsoon,rainfed,high,black
26,12,73,22.0,48.55,5.9,59.48,soybean,Punjab,Ludhiana,summer,canal,high,laterite
130,119,162,27.51,73.51,4.91,104.15,soybean,Tamil Nadu,Chennai,winter,groundwater,medium,desert
70,66,59,23.73,76.0,6.14,102.84,onion,Gujarat,Rajkot,monsoon,sprinkler,medium,saline
64,85,80,30.14,56.43,8.3,263.81,soybean,Karnataka,Bengaluru,summer,groundwater,high,red
35,66,44,31.84,83.71,9.11,201.64,onion,Gujarat,Ahmedabad,winter,canal,low,saline
93,145,95,34.52,88.03,7.54,71.05,cotton,Tamil Nadu,Madurai,winter,rainfed,high,black
112,125,67,30.55,98.32,6.2,72.07,mustard,West Bengal,Darjeeling,summer,groundwater,medium,peaty
29,52,199,23.0,64.55,9.0,129.52,millet,Maharashtra,Nagpur,winter,groundwater,medium,red
96,74,79,38.77,99.35,7.61,251.75,mustard,Punjab,Amritsar,summer,river,medium,black
98,115,65,34.65,39.19,6.89,124.59,sugarcane,Maharashtra,Nashik,winter,groundwater,medium,peaty
133,73,88,39.22,47.72,8.23,227.15,chilli,Gujarat,Rajkot,summer,river,medium,peaty
42,139,183,20.8,82.18,7.56,209.51,millet,West Bengal,Howrah,monsoon,sprinkler,low,mountain
43,8,94,21.6,37.64,8.08,277.73,potato,Rajasthan,Udaipur,monsoon,well,low,red
4,69,189,19.64,59.19,6.4,157.67,rice,Andhra Pradesh,Visakhapatnam,summer,rainfed,medium,black
121,136,155,23.31,48.78,4.66,131.97,millet,Tamil Nadu,Chennai,winter,drip,high,black
100,132,180,28.11,96.02,6.24,178.24,sunflower,Andhra Pradesh,Visakhapatnam,summer,river,medium,black
82,8,139,39.13,32.49,7.11,203.82,millet,West Bengal,Howrah,summer,drip,medium,desert
126,117,106,33.99,89.99,8.54,268.98,maize,Bihar,Gaya,monsoon,groundwater,medium,alluvial
137,78,202,19.14,85.08,5.55,158.23,barley,Maharashtra,Nashik,winter,groundwater,low,alluvial
48,134,29,33.05,33.53,4.76,145.63,barley,Rajasthan,Udaipur,monsoon,rainfed,low,black
59,62,13,15.6,32.44,5.96,63.41,sugarcane,West Bengal,Howrah,monsoon,drip,medium,laterite
123,58,147,36.18,49.12,7.67,217.07,tomato,Punjab,Jalandhar,summer,drip,high,laterite
56,74,66,34.93,91.18,7.01,231.01,wheat,Uttar Pradesh,Varanasi,summer,canal,low,alluvial
137,15,89,38.14,84.06,7.82,140.26,chilli,Bihar,Patna,monsoon,well,high,saline
8,17,142,16.87,61.72,7.88,195.83,wheat,Bihar,Gaya,monsoon,sprinkler,high,black
24,56,169,21.45,50.28,5.5,276.04,tomato,Maharashtra,Nashik,winter,well,low,desert
60,64,104,37.94,52.93,5.46,140.7,groundnut,Bihar,Bhagalpur,summer,drip,low,black
45,102,203,23.0,70.79,8.71,80.57,cotton,West Bengal,Kolkata,monsoon,well,low,peaty
109,80,188,32.2,84.44,6.84,159.84,onion,Tamil Nadu,Madurai,summer,groundwater,high,red
25,12,177,34.5,63.19,6.26,234.74,sunflower,Bihar,Gaya,monsoon,rainfed,low,saline
83,94,13,33.68,96.08,7.52,243.81,chilli,Tamil Nadu,Chennai,summer,sprinkler,high,alluvial
136,19,98,24.41,67.04,8.57,275.26,onion,Tamil Nadu,Chennai,summer,rainfed,high,black
16,134,93,30.6,84.08,7.5,106.41,barley,West Bengal,Kolkata,monsoon,river,low,alluvial
20,27,189,23.5,43.36,6.59,256.37,maize,West Bengal,Kolkata,winter,well,low,alluvial
22,36,125,30.9,92.15,6.85,209.06,tomato,Karnataka,Hubli,summer,groundwater,low,mountain
89,48,16,36.17,81.11,8.17,214.44,brinjal,Rajasthan,Jodhpur,summer,groundwater,high,alluvial
127,37,158,23.93,37.93,5.39,131.73,onion,Andhra Pradesh,Visakhapatnam,monsoon,groundwater,high,alluvial
29,91,96,29.94,83.32,5.41,225.69,wheat,Punjab,Amritsar,monsoon,river,high,peaty
49,116,54,26.86,30.36,8.72,135.34,barley,Bihar,Gaya,summer,sprinkler,high,alluvial
93,77,92,28.87,37.35,8.94,237.32,groundnut,Karnataka,Mysuru,winter,rainfed,medium,black
36,56,28,36.74,51.14,9.04,118.7,cotton,Gujarat,Ahmedabad,winter,drip,high,mountain
130,104,34,23.37,83.85,8.66,141.8,potato,Uttar Pradesh,Kanpur,summer,well,low,peaty
54,74,114,25.43,32.04,8.15,193.48,groundnut,Karnataka,Mysuru,winter,rainfed,medium,alluvial
76,8,104,19.19,61.43,6.96,294.95,wheat,Tamil Nadu,Madurai,winter,groundwater,medium,alluvial
18,20,23,27.5,33.58,6.86,62.34,potato,Tamil Nadu,Coimbatore,summer,drip,medium,mountain
1,132,16,16.33,58.17,8.35,123.88,mustard,Andhra Pradesh,Guntur,monsoon,canal,medium,black
52,66,16,27.35,91.13,8.36,255.83,wheat,West Bengal,Darjeeling,winter,drip,high,black
8,78,190,26.32,33.83,4.59,66.52,tomato,Bihar,Gaya,summer,canal,low,peaty
122,108,158,38.96,79.76,9.04,261.11,sugarcane,Maharashtra,Pune,summer,groundwater,medium,mountain
68,53,185,35.25,59.88,7.04,163.76,rice,Rajasthan,Jodhpur,winter,rainfed,low,black
8,103,120,33.58,32.52,8.02,124.18,cotton,West Bengal,Howrah,monsoon,sprinkler,high,desert
121,145,105,16.28,72.03,6.72,158.81,rice,Bihar,Bhagalpur,monsoon,groundwater,high,red
2,116,117,25.7,34.67,7.85,148.1,barley,Punjab,Ludhiana,winter,canal,medium,saline
65,131,41,39.88,58.14,7.61,107.25,maize,Uttar Pradesh,Varanasi,winter,sprinkler,medium,peaty
130,57,10,30.23,60.82,5.48,51.03,millet,Rajasthan,Udaipur,monsoon,canal,low,red
138,44,39,26.7,87.16,7.68,281.51,tomato,Uttar Pradesh,Kanpur,monsoon,rainfed,low,desert
52,38,116,31.7,43.38,7.1,197.76,soybean,West Bengal,Kolkata,winter,groundwater,medium,saline
95,62,154,25.24,61.44,8.79,200.39,groundnut,Andhra Pradesh,Guntur,summer,canal,high,mountain
0,56,106,36.77,49.64,5.97,129.55,chilli,Tamil Nadu,Madurai,monsoon,sprinkler,high,red
91,61,26,31.75,60.13,8.43,255.48,wheat,Bihar,Gaya,winter,groundwater,medium,desert
70,43,172,24.66,82.16,7.62,91.4,potato,Rajasthan,Jodhpur,winter,rainfed,medium,saline
73,56,46,27.88,64.34,5.37,52.26,sugarcane,Gujarat,Surat,summer,sprinkler,high,alluvial
99,52,130,35.86,53.55,7.99,142.47,cotton,Rajasthan,Jaipur,winter,drip,medium,alluvial
54,20,125,36.6,77.24,5.21,215.32,tomato,Bihar,Gaya,monsoon,rainfed,high,peaty
37,21,62,37.41,69.11,5.2,95.12,wheat,Karnataka,Bengaluru,summer,groundwater,low,red
29,135,93,36.42,38.85,5.44,240.1,onion,Karnataka,Hubli,summer,well,high,laterite
91,79,122,38.02,45.75,4.78,90.61,potato,Punjab,Ludhiana,monsoon,canal,medium,peaty
132,35,177,32.33,44.34,6.26,79.11,potato,Karnataka,Bengaluru,summer,well,high,red
56,90,190,35.85,84.94,5.69,172.91,chilli,Punjab,Ludhiana,monsoon,rainfed,high,alluvial
125,74,83,27.06,30.8,5.4,178.67,barley,Maharashtra,Pune,winter,river,medium,red
40,81,62,22.21,83.79,6.43,108.23,millet,Rajasthan,Jaipur,summer,rainfed,low,peaty
100,47,41,22.98,53.94,7.83,220.72,groundnut,Rajasthan,Jaipur,summer,sprinkler,low,alluvial
53,139,191,27.18,92.07,7.54,152.34,groundnut,Andhra Pradesh,Guntur,monsoon,well,low,black
50,145,67,38.27,30.72,7.21,64.28,potato,Bihar,Patna,winter,rainfed,medium,alluvial
134,37,75,27.2,80.14,7.52,162.73,wheat,Bihar,Bhagalpur,winter,sprinkler,low,mountain
70,22,99,16.85,97.01,6.56,266.17,barley,Tamil Nadu,Coimbatore,summer,river,low,mountain
123,62,198,17.23,58.36,4.84,97.14,tomato,West Bengal,Darjeeling,winter,well,low,mountain
58,31,141,22.06,33.07,6.84,133.68,groundnut,Uttar Pradesh,Lucknow,summer,sprinkler,high,desert
48,43,99,36.73,62.6,4.55,104.41,mustard,West Bengal,Darjeeling,winter,groundwater,low,red
28,46,124,32.4,46.27,6.74,287.64,potato,Bihar,Gaya,summer,river,high,saline
62,94,179,24.26,69.06,7.58,59.08,onion,Gujarat,Ahmedabad,monsoon,sprinkler,high,black
47,15,145,28.56,39.21,7.62,122.56,onion,West Bengal,Darjeeling,summer,sprinkler,medium,desert
71,84,33,39.75,77.38,6.93,165.97,wheat,West Bengal,Kolkata,monsoon,well,low,alluvial
88,28,176,27.41,79.42,7.34,212.13,mustard,Rajasthan,Jodhpur,summer,sprinkler,high,red
